version 2, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Unused1(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Unused2(string)	Unused3(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Unused4(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Unused5(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Unused6(string)	Unknown_x0020__x0023_Most_x0020_Likely_x0020_Unused_x0023_(string)	Unused7(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	Unused8(float)	Unused9(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Unused10(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving(boolean)
"nan_plains_blackfoot_blood_warriors"	160	0	0	"nan_plains_officer_axe_throwing_axe"	nil	"nan_plains_standard_bearer"	"plains_blackfoot_blood_warriors"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	9	8	9	0	"foot_axe"	"0"	"drill_set_infantry_melee"	"mob"	9	4	2.1	2.5	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	false	true	true	true	false	true	false	false	false
"nan_plains_cheyenne_dog_soldiers"	80	80	0	"nan_plains_cavalry_officer_carbine_axe"	nil	nil	"plains_cheyenne_dog_soldiers"	"infantry_euro_light"	"rider_musket_axe"	"x_natam_cavalry_musket_axe"	0	"leather"	1	"na_generals_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	50	35	"0"	"flintlock"	"musket_light_carbine"	20	"dragoon_carbine"	"sabre"	9	12	7	0	"mounted_slash"	"0"	"drill_set_cavalry"	"mob"	8	4	2.2	4.5	4	9	1.1	2	10	0	false	true	false	true	false	false	false	true	false	false	false	false	false	false	50	75	100	false	true	false	false	false	false	false	true	true	false	false	true	false	false	false
"nan_plains_comanche_mounted_warriors"	60	60	0	"nan_plains_cavalry_officer_carbine_axe"	nil	nil	"plains_Comanche_Mounted_Warriors"	"infantry_euro_medium"	"rider_musket_axe"	"x_natam_cavalry_musket_axe"	0	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	45	30	"0"	"flintlock"	"musket_flintlock"	20	"mounted_carbine"	"tomahawk"	10	9	7	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	8	3	2.2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"nan_plains_elite"	120	0	0	"nan_plains_officer_axe_throwing_axe"	nil	"nan_plains_standard_bearer"	"plains_elite"	"infantry_euro_medium"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	45	30	"0"	"none"	"throwing_axe"	4	"foot_thrown_axe"	"tomahawk"	11	10	10	0	"foot_axe"	"0"	"drill_set_infantry_melee"	"mob"	11	4	2.1	2.5	2.2	4	0	0	20	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	true	false	true	false	false	false	false	true	true	true	false	true	false	false	false
"nan_plains_generals_bodyguard"	60	60	0	"native_american_general"	nil	nil	"plains_archer"	"infantry_euro_heavy"	"rider_axe"	"x_natam_cavalry_axe"	0	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	7	10	5	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	9	4	2.2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	true	false	false	false	false	false	false	false	50	75	100	true	false	false	false	false	false	true	false	false	true	false	false	false	false	false
"nan_plains_medicine_men"	120	0	0	"nan_plains_officer_axe_throwing_axe"	nil	"nan_plains_standard_bearer"	"plains_medicineman"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	45	20	"0"	"none"	"throwing_axe"	4	"foot_thrown_axe"	"tomahawk"	9	8	9	0	"foot_axe"	"0"	"drill_set_infantry_line"	"mob"	9	4	2.1	2.5	2.2	4	0	0	20	0	false	false	true	false	false	false	true	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	true	true	true	true	false	true	false	false	false
"nan_plains_mounted_lancers"	60	60	0	"nan_plains_cavalry_officer_lance"	nil	nil	"plains_mounted_braves"	"infantry_euro_light"	"rider_lance"	"x_natam_cavalry_lance"	0	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	5	24	2	0	"mounted_lance"	"0"	"drill_set_cavalry"	"mob"	4	4	2.2	4.5	4	9	0	0	20	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"nan_plains_mounted_musketeers"	60	60	0	"nan_plains_cavalry_officer_carbine_axe"	nil	nil	"plains_mounted_braves"	"infantry_euro_medium"	"rider_musket_sabre"	"x_natam_cavalry_musket_axe"	0	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	20	"0"	"flintlock"	"musket_flintlock"	20	"mounted_carbine"	"tomahawk"	8	7	4	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	6	3	2.2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"nan_plains_musketeers"	120	0	0	"nan_plains_officer_musket_axe"	nil	nil	"plains_archer"	"infantry_euro_light"	"man_musket"	"x_natam_musket_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	20	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"tomahawk"	9	7	4	0	"foot_axe"	"0"	"drill_set_infantry_light"	"mob"	7	3	2.1	2.5	2.2	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	true	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"nan_plains_tribesmen"	160	0	0	"nan_plains_officer_axe"	nil	"nan_plains_standard_bearer"	"plains_braves"	"infantry_euro_light"	"man_axe"	"x_natam_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	6	5	2	0	"foot_axe"	"0"	"drill_set_infantry_mob"	"mob"	4	4	2.1	2.5	2.6	4	0	0	7	0	false	false	true	false	false	false	false	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"nan_plains_warriors"	160	0	0	"nan_plains_officer_axe_throwing_axe"	nil	"nan_plains_standard_bearer"	"plains_mounted_braves"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	12	6	7	0	"foot_axe"	"0"	"drill_set_infantry_melee"	"mob"	7	4	2.1	2.5	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	false	true	true	true	false	true	false	false	false
"nan_pueblo_apache_mescalero_warriors"	60	60	0	"nan_pueblo_cavalry_officer_bow"	nil	nil	"pueblo_apache_mescalero_warriors"	"infantry_euro_medium"	"rider_archer_axe"	"x_natam_cavalry_bow_axe"	2	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"bow"	50	10	"0"	"none"	"bow"	20	"mounted_bow"	"tomahawk"	10	9	7	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	8	3	2.2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"nan_pueblo_archers"	80	0	0	"nan_pueblo_officer_bow_axe"	nil	nil	"pueblo_archer"	"infantry_euro_light"	"man_archer"	"x_natam_bow_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"bow"	25	10	"0"	"none"	"bow"	20	"foot_bow"	"tomahawk"	4	3	1	0	"foot_axe"	"0"	"drill_set_infantry_light"	"mob"	4	2	2.1	2.5	2.2	4	0	0	20	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	true	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"nan_pueblo_armed_citizenry"	160	0	0	"nan_pueblo_officer_axe"	nil	nil	"pueblo_braves"	"infantry_euro_light"	"man_axe"	"x_natam_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	6	5	1	0	"foot_sword"	"0"	"drill_set_infantry_mob"	"mob"	3	4	2.1	2.5	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"nan_pueblo_artillery"	24	0	4	"nan_pueblo_officer_axe"	nil	nil	"pueblo_archer"	"infantry_euro_medium"	"man_axe"	"x_natam_axe"	0	"leather"	1	"horse_artillery"	"horse_medium"	"mount_horse"	"0"	"0"	nil	nil	nil	"Field_Cannon_12lb"	false	"cannon_9_pounder_early"	nil	35	25	"0"	"matchlock"	nil	30	"cannon_crew"	"tomahawk"	3	2	1	0	"foot_axe"	"0"	"drill_set_artillery"	"mob"	3	1	8	8	16	16	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"nan_pueblo_crow_horse_warriors"	60	60	0	"nan_pueblo_cavalry_officer_bow"	nil	nil	"pueblo_crow_horse_warriors"	"infantry_euro_medium"	"rider_archer_axe"	"x_natam_cavalry_bow_axe"	0	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"bow"	40	25	"0"	"none"	"bow"	20	"mounted_bow"	"tomahawk"	14	12	8	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	11	3	2.2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"nan_pueblo_elite"	120	0	0	"nan_pueblo_officer_axe_throwing_axe"	nil	"nan_pueblo_standard_bearer"	"pueblo_elite"	"infantry_euro_medium"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	45	30	"0"	"none"	"throwing_axe"	4	"foot_thrown_axe"	"tomahawk"	11	10	10	0	"foot_axe"	"0"	"drill_set_infantry_melee"	"mob"	11	4	2.1	2.5	2.2	4	0	0	20	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	true	false	true	false	false	false	false	true	true	true	false	true	false	false	false
"nan_pueblo_generals_bodyguard"	60	60	0	"native_american_general"	nil	nil	"pueblo_archer"	"infantry_euro_heavy"	"rider_axe"	"x_natam_cavalry_axe"	0	"leather"	1	"na_generals_horse"	"horse_light"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	7	10	5	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	9	4	2.2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	true	false	false	false	false	false	false	false	50	75	100	true	false	false	false	false	false	true	false	false	true	false	false	false	false	false
"nan_pueblo_medicine_men"	120	0	0	"nan_pueblo_officer_axe_throwing_axe"	nil	"nan_pueblo_standard_bearer"	"pueblo_medicineman"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	45	20	"0"	"none"	"throwing_axe"	4	"foot_thrown_axe"	"tomahawk"	9	8	9	0	"foot_axe"	"0"	"drill_set_infantry_line"	"mob"	9	4	2.1	2.5	2.2	4	0	0	20	0	false	false	true	false	false	false	true	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	true	true	true	true	false	true	false	false	false
"nan_pueblo_mounted_lancers"	60	60	0	"nan_pueblo_cavalry_officer_lance"	nil	nil	"pueblo_mounted_braves"	"infantry_euro_light"	"rider_lance"	"x_natam_cavalry_lance"	0	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	5	24	2	0	"mounted_lance"	"0"	"drill_set_cavalry"	"mob"	4	4	2.2	4.5	4	9	0	0	20	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"nan_pueblo_mounted_musketeers"	60	60	0	"nan_pueblo_cavalry_officer_carbine_axe"	nil	nil	"pueblo_mounted_braves"	"infantry_euro_medium"	"rider_musket_sabre"	"x_natam_cavalry_musket_axe"	0	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	20	"0"	"flintlock"	"musket_flintlock"	20	"mounted_carbine"	"tomahawk"	8	7	4	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	6	3	2.2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"nan_pueblo_musketeers"	120	0	0	"nan_pueblo_officer_musket_axe"	nil	nil	"pueblo_archer"	"infantry_euro_light"	"man_musket"	"x_natam_musket_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	20	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"tomahawk"	9	7	4	0	"foot_axe"	"0"	"drill_set_infantry_light"	"mob"	7	3	2.1	2.5	2.2	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	true	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"nan_pueblo_navajo_scout_warriors"	60	60	0	"nan_pueblo_cavalry_officer_bow"	nil	nil	"pueblo_navajo_scout_warriors"	"infantry_euro_medium"	"rider_archer_axe"	"x_natam_cavalry_bow_axe"	0	"leather"	1	"na_horse"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"bow"	30	30	"0"	"none"	"bow"	20	"mounted_bow"	"tomahawk"	10	9	7	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	8	3	2.2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"nan_pueblo_tribesmen"	160	0	0	"nan_pueblo_officer_axe"	nil	"nan_pueblo_standard_bearer"	"pueblo_braves"	"infantry_euro_light"	"man_axe"	"x_natam_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	6	5	2	0	"foot_axe"	"0"	"drill_set_infantry_mob"	"mob"	4	4	2.1	2.5	2.6	4	0	0	7	0	false	false	true	false	false	false	false	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"nan_pueblo_warriors"	160	0	0	"nan_pueblo_officer_axe_throwing_axe"	nil	"nan_pueblo_standard_bearer"	"pueblo_mounted_braves"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	12	6	7	0	"foot_axe"	"0"	"drill_set_infantry_melee"	"mob"	7	4	2.1	2.5	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	false	true	true	true	false	true	false	false	false
"native_american_archers"	80	0	0	"native_american_officer_bow_axe"	nil	nil	"native_american_archers"	"infantry_euro_light"	"man_archer"	"x_natam_bow_axe"	0	"0"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"bow"	30	10	"0"	"none"	"bow"	20	"foot_bow"	"tomahawk"	2	3	1	0	"foot_axe"	"0"	"drill_set_infantry_light"	"mob"	4	2	2.1	2.5	2.2	4	0	0	20	0	false	true	true	false	false	false	false	true	true	true	true	true	true	false	50	100	150	true	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"native_american_archers_auxiliary"	80	0	0	"native_american_auxiliary_officer_bow_axe"	nil	nil	"native_american_musketeer"	"infantry_euro_light"	"man_archer"	"x_natam_bow_axe"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"bow"	30	10	"0"	"none"	"bow"	20	"foot_bow"	"tomahawk"	2	3	1	0	"foot_axe"	"0"	"drill_set_infantry_light"	"mob"	4	3	2.1	2.5	2.2	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	true	true	false	50	100	150	true	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"native_american_artillery"	24	0	4	"native_american_officer_axe"	nil	nil	"native_american_archers"	"infantry_euro_medium"	"man_axe"	"x_natam_axe"	0	"leather"	1	"horse_artillery"	"horse_medium"	"mount_horse"	"0"	"0"	nil	nil	nil	"Field_Cannon_12lb"	false	"cannon_9_pounder_early"	nil	35	25	"0"	"matchlock"	nil	30	"cannon_crew"	"tomahawk"	3	2	0	0	"foot_axe"	"0"	"drill_set_artillery"	"mob"	3	1	8	8	16	16	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"native_american_elite"	80	0	0	"native_american_officer_axe_throwing_axe"	nil	"native_american_standard_bearer"	"native_american_elite"	"infantry_euro_medium"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	45	55	"0"	"none"	"throwing_axe"	4	"foot_thrown_axe"	"tomahawk"	11	10	10	0	"foot_axe"	"0"	"drill_set_infantry_melee"	"mob"	11	4	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	true	false	true	false	false	false	false	true	true	true	false	true	false	false	false
"native_american_generals_bodyguard"	60	60	0	"native_american_general"	nil	nil	"native_american_archers"	"infantry_euro_heavy"	"rider_axe"	"x_natam_cavalry_axe"	0	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	8	11	7	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	10	4	2.2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	true	false	false	false	false	false	false	false	50	75	100	true	false	false	false	false	false	true	false	false	true	false	false	false	false	false
"native_american_medicine_men"	80	0	0	"native_american_officer_axe_throwing_axe"	nil	"native_american_standard_bearer"	"native_american_medicineman"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	45	45	"0"	"none"	"throwing_axe"	4	"foot_thrown_axe"	"tomahawk"	9	8	9	0	"foot_axe"	"0"	"drill_set_infantry_line"	"mob"	9	4	2.1	2.5	2.2	4	0	0	20	0	false	false	true	false	false	false	true	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	true	true	true	true	false	true	false	false	false
"native_american_mounted_lancers"	60	60	0	"native_american_cavalry_officer_lance"	nil	nil	"native_american_mounted_braves"	"infantry_euro_light"	"rider_lance"	"x_natam_cavalry_lance"	0	"leather"	1	"horse_irregular"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	5	24	0	0	"mounted_lance"	"0"	"drill_set_cavalry"	"mob"	4	4	2.2	4.5	4	9	0	0	20	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"native_american_mounted_musketeers"	60	60	0	"native_american_cavalry_officer_carbine_axe"	nil	nil	"native_american_mounted_braves"	"infantry_euro_medium"	"rider_musket_sabre"	"x_natam_cavalry_musket_axe"	0	"leather"	1	"horse_irregular"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	20	"0"	"flintlock"	"musket_flintlock"	20	"mounted_carbine"	"tomahawk"	6	7	4	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	6	3	2.2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"native_american_mounted_musketeers_auxiliary"	60	60	0	"native_american_auxiliary_cav_officer_carbine_axe"	nil	nil	"native_american_musketeer"	"infantry_euro_medium"	"rider_musket_axe"	"x_natam_cavalry_musket_axe"	1	"leather"	1	"horse_irregular"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	20	"0"	"flintlock"	"musket_flintlock"	20	"mounted_carbine"	"tomahawk"	6	7	4	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	6	3	2.2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"native_american_musketeers"	80	0	0	"native_american_officer_musket_axe"	nil	nil	"native_american_archers"	"infantry_euro_light"	"man_musket"	"x_natam_musket_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	15	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"tomahawk"	8	6	2	0	"foot_axe"	"0"	"drill_set_infantry_light"	"mob"	6	3	2.1	2.5	2.2	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	true	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"native_american_musketeers_auxiliary"	80	0	0	"native_american_auxiliary_officer_musket_axe"	nil	nil	"native_american_musketeer"	"infantry_euro_light"	"man_musket"	"x_natam_musket_axe"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	15	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"tomahawk"	8	6	2	0	"foot_axe"	"0"	"drill_set_infantry_light"	"mob"	6	3	2.1	2.5	2.2	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	true	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"native_american_tribesmen"	160	0	0	"native_american_officer_axe"	nil	"native_american_standard_bearer"	"native_american_braves"	"infantry_euro_light"	"man_axe"	"x_natam_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	6	5	2	0	"foot_axe"	"0"	"drill_set_infantry_mob"	"mob"	4	4	2.1	2.5	2.6	4	0	0	7	0	false	false	true	false	false	false	false	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"native_american_tribesmen_auxiliary"	160	0	0	"native_american_auxiliary_officer_axe"	nil	"native_american_standard_bearer"	"native_american_braves"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	20	10	"0"	"none"	"throwing_axe"	3	"foot_thrown_axe"	"tomahawk"	6	5	2	0	"foot_axe"	"0"	"drill_set_infantry_mob"	"mob"	4	4	2.1	2.5	2.6	4	0	0	7	0	false	false	true	false	false	false	false	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"native_american_warriors"	160	0	0	"native_american_officer_axe_throwing_axe"	nil	"native_american_standard_bearer"	"native_american_mounted_braves"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	12	6	7	0	"foot_axe"	"0"	"drill_set_infantry_melee"	"mob"	7	4	2.1	2.5	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	false	true	true	true	false	true	false	false	false
