version 3, schema units_tables
Unit_ID(string)	Screen_Name(string)	Category(string)	Class(string)	MP_Cost_Early(int)	MP_Cost_Late(int)	Turns_to_Build(int)	Cost(int)	Upkeep(int)	Campaign_Map_Action_Points(int)	Enabled__x0023__True_x0020_Disabled__x0023__False(boolean)	unknown4(string)	Unit_Icon_Path(string)	Unit_Info_Pic_Path(string)	Localisation_Key(string)	Region_IDRef(optstring)	Unit_Limit(int)	MP_Category(string)	Early_Availability(boolean)	Related_with_x0020_Early_x0020_availability(boolean)	Late_Availability(boolean)	unknown9(int)	Garrison_Availability(boolean)	MP_Unit_Limit(int)
"euro_light_dragoons_sweden"	"Light Dragoons"	"dragoons"	"dragoons"	960	840	1	1190	350	28	true	"dragoons_light"	"Euro_light_Dragoons"	"euro_light_dragoons"	"euro_light_dragoons"	"global"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_light_infantry"	"Light Infantry"	"infantry"	"infantry_light"	630	550	1	820	200	25	true	"infantry_generic"	"Euro_Light_Infantry_icon_infr"	"euro_light_infantry"	"euro_light_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_light_infantry_barbets"	"Barbets"	"infantry"	"infantry_irregulars"	320	280	1	450	110	25	true	"infantry_generic"	"Euro_Light_Infantry_icon_infr"	"euro_light_infantry"	"euro_light_infantry"	"italian_alps"	0	"mp_infantry"	false	false	false	0	false	0
"euro_light_infantry_chasseur_a_pied"	"Chasseurs à Pied"	"infantry"	"infantry_light"	630	550	1	820	200	25	true	"infantry_generic"	"Euro_Light_Infantry_icon_infr"	"euro_light_infantry"	"euro_light_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_light_infantry_colonial"	"Colonial Light Infantry"	"infantry"	"infantry_light"	630	550	1	820	200	25	true	"infantry_colonial"	"Euro_Light_Infantry_icon_infr"	"euro_light_infantry"	"euro_light_infantry"	"colonial_euro_factions"	0	"mp_infantry"	false	false	false	0	false	0
"euro_light_infantry_jaegers"	"Jaegers"	"infantry"	"infantry_light"	630	550	1	820	200	25	true	"infantry_jaegers"	"euro_jaeger_icon_infr"	"euro_jaeger_info_infr"	"euro_light_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_light_infantry_miquelets"	"Miquelets"	"infantry"	"infantry_irregulars"	310	280	1	440	110	25	true	"infantry_musketeers"	"Euro_Light_Infantry_icon_infr"	"euro_light_infantry"	"euro_light_infantry"	"peninsula"	0	"mp_infantry"	false	false	false	0	false	0
"euro_line_infantry"	"Line Infantry"	"infantry"	"infantry_line"	810	740	1	1060	260	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_austria"	"Line Infantry"	"infantry"	"infantry_line"	860	790	1	1130	280	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_britain"	"Line Infantry"	"infantry"	"infantry_line"	890	810	1	1140	280	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_colonial"	"Colonial Line Infantry"	"infantry"	"infantry_line"	810	740	1	1050	260	24	true	"infantry_colonial"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"africa_west_indies"	0	"mp_infantry"	false	false	false	0	false	0
"euro_line_infantry_denmark"	"Line Infantry"	"infantry"	"infantry_line"	810	740	1	1060	260	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_france"	"Line Infantry"	"infantry"	"infantry_line"	820	750	1	1070	260	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_holland"	"Line Infantry"	"infantry"	"infantry_line"	810	740	1	1060	260	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_invalids"	"Invalid Garrison Regiment"	"infantry"	"infantry_line"	810	740	1	1060	260	23	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"colonial_euro_factions"	0	"mp_infantry"	false	false	false	0	false	0
"euro_line_infantry_poland"	"Line Infantry"	"infantry"	"infantry_line"	810	740	1	1060	260	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_prussia"	"Line Infantry"	"infantry"	"infantry_line"	900	810	1	1150	280	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_russia"	"Line Infantry"	"infantry"	"infantry_line"	790	720	1	1040	260	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_spain"	"Line Infantry"	"infantry"	"infantry_line"	810	740	1	1060	260	24	true	"infantry_musketeers"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_sweden"	"Line Infantry"	"infantry"	"infantry_line"	810	740	1	1060	260	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_line_infantry_venice"	"Line Infantry"	"infantry"	"infantry_line"	810	740	1	1060	260	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_militia_infantry"	"Militia"	"infantry"	"infantry_militia"	520	460	1	700	170	24	true	"infantry_generic"	"Euro_Militia_Infantry_icon_infm"	"Euro_Militia_Infantry_info_infm"	"euro_militia_infantry"	"europe"	0	"mp_infantry"	true	true	true	0	false	0
"euro_militia_infantry_colonial_militia"	"Colonial Militia"	"infantry"	"infantry_militia"	520	460	1	700	170	24	true	"infantry_colonial"	"Euro_Militia_Infantry_icon_infm"	"Euro_Militia_Infantry_info_infm"	"euro_militia_infantry"	"colonial_euro_factions"	0	"mp_infantry"	false	false	false	0	false	0
"euro_militia_infantry_colonial_tutorial_rubbish"	"Colonial Militia"	"infantry"	"infantry_militia"	480	430	1	650	160	24	true	"infantry_colonial"	"Euro_Militia_Infantry_icon_infm"	"Euro_Militia_Infantry_info_infm"	"euro_militia_infantry"	"colonial_euro_factions"	0	"mp_infantry"	false	false	false	0	false	0
"euro_militia_infantry_minutemen"	"Minutemen"	"infantry"	"infantry_militia"	650	570	1	850	210	24	true	"infantry_generic"	"Euro_Minutemen_icon_infm"	"Euro_Minutemen_info_infm"	"euro_militia_infantry_minutemen"	"global"	0	"mp_infantry"	true	true	true	0	false	0
"euro_militia_infantry_provincial_infantry"	"Provincial Militia"	"infantry"	"infantry_militia"	550	490	1	740	180	24	true	"infantry_generic"	"Euro_Militia_Infantry_icon_infm"	"Euro_Militia_Infantry_info_infm"	"euro_militia_infantry"	"europe"	0	"mp_infantry"	false	false	false	0	false	0
"euro_pikemen"	"Pikemen"	"infantry"	"infantry_melee"	560	500	1	750	180	24	true	"infantry_pikemen"	"Euro_Pikeman_icon_infp"	"Euro_Pikeman_info_infp"	"euro_pikemen"	"europe"	0	"mp_infantry"	true	false	false	0	false	0
"euro_pikemen_austria"	"Pikemen"	"infantry"	"infantry_melee"	710	620	1	910	220	24	true	"infantry_pikemen"	"Euro_Pikeman_icon_infp"	"Euro_Pikeman_info_infp"	"euro_pikemen"	"europe"	0	"mp_infantry"	false	false	false	0	false	0
"euro_pikemen_colonial"	"Colonial Pikemen"	"infantry"	"infantry_melee"	560	500	1	750	180	24	true	"infantry_pikemen"	"Euro_Pikeman_icon_infp"	"Euro_Pikeman_info_infp"	"euro_pikemen"	"colonial_euro_factions"	0	"mp_infantry"	false	false	false	0	false	0
"euro_pikemen_prussian"	"Pikemen"	"infantry"	"infantry_melee"	540	470	1	720	180	24	true	"infantry_pikemen"	"Euro_Pikeman_icon_infp"	"Euro_Pikeman_info_infp"	"euro_pikemen"	"europe"	0	"mp_infantry"	false	false	false	0	false	0
"euro_polish_winged_hussars"	"Winged Hussars"	"cavalry"	"cavalry_heavy"	1220	1080	2	1450	430	28	true	"cavalry_winged_hussars"	"Euro_Polish_Winged_Hussars_icon_cavl"	"Euro_Polish_Winged_Hussars_info_cavl"	"euro_polish_winged_hussars"	"poland_home_regions"	10	"mp_cavalry"	true	true	true	0	false	0
"euro_provincial_cavalry"	"Provincial Cavalry"	"cavalry"	"cavalry_standard"	540	480	1	720	210	28	true	"cavalry_generic"	"Euro_Provincial_Cavalry_icon_cavs"	"euro_provincial_cavalry"	"euro_provincial_cavalry"	"europe"	0	"mp_cavalry"	true	false	false	0	false	0
"euro_provincial_cavalry_gendarmerie"	"Gendarmerie"	"cavalry"	"cavalry_standard"	540	480	1	720	210	28	true	"cavalry_gendarmerie"	"Euro_Provincial_Cavalry_icon_cavs"	"euro_provincial_cavalry"	"euro_provincial_cavalry"	"europe"	0	"mp_cavalry"	true	false	false	0	false	0
"euro_provincial_cavalry_yeomanry"	"Yeomanry"	"cavalry"	"cavalry_standard"	540	480	1	720	210	28	true	"cavalry_yeoman"	"Euro_Provincial_Cavalry_icon_cavs"	"euro_provincial_cavalry"	"euro_provincial_cavalry"	"europe"	0	"mp_cavalry"	true	false	false	0	false	0
"euro_provincial_line_infantry"	"Provincial Line Infantry"	"infantry"	"infantry_line"	630	580	1	860	210	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"europe"	0	"mp_infantry"	false	false	false	0	false	0
"euro_rangers"	"Rangers"	"infantry"	"infantry_skirmishers"	600	530	1	800	200	25	true	"infantry_generic"	"Euro_American_Rangers_icon_infm"	"euro_rangers"	"euro_rangers"	"americas"	0	"mp_infantry"	false	false	true	0	false	0
"euro_rangers_courers_de_bois"	"Coureurs de Bois"	"infantry"	"infantry_skirmishers"	600	530	1	800	200	25	true	"infantry_generic"	"Euro_American_Rangers_icon_infm"	"euro_rangers"	"euro_rangers"	"americas"	0	"mp_infantry"	false	false	true	0	false	0
"euro_rangers_frontiersmen"	"Frontiersmen"	"infantry"	"infantry_skirmishers"	600	530	1	800	200	25	true	"infantry_generic"	"euro_rangers_frontiersmen_icon_infr"	"euro_rangers_frontiersmen_info_infr"	"euro_rangers"	"americas"	0	"mp_infantry"	false	false	true	0	false	0
"euro_rangers_siberian_hunters"	"Siberian Hunters"	"infantry"	"infantry_skirmishers"	610	530	1	800	200	25	true	"infantry_generic"	"Euro_American_Rangers_icon_infm"	"euro_rangers"	"euro_rangers"	"siberia"	0	"mp_infantry"	false	false	true	0	false	0
"euro_regiment_of_horse"	"Regiment of Horse"	"cavalry"	"cavalry_standard"	700	620	1	910	270	28	true	"cavalry_generic"	"euro_regiment_of_horse"	"euro_regiment_of_horse"	"euro_regiment_of_horse"	"europe"	0	"mp_cavalry"	true	true	true	0	false	0
"euro_regiment_of_horse_sweden"	"Regiment of Horse"	"cavalry"	"cavalry_standard"	930	820	1	1150	340	28	true	"cavalry_generic"	"euro_regiment_of_horse"	"euro_regiment_of_horse"	"euro_regiment_of_horse"	"europe"	0	"mp_cavalry"	true	true	true	0	false	0
"euro_republican_conscript_infantry"	"Conscripts"	"infantry"	"infantry_militia"	700	620	1	900	220	24	true	"infantry_generic"	"Euro_Republican_Conscript_Infantry"	"euro_republican_conscript_infantry"	"euro_republican_conscript_infantry"	"europe"	0	"mp_infantry"	false	false	false	0	false	0
"euro_republican_guard"	"Republican Guard"	"infantry"	"infantry_elite"	1260	1220	2	1590	390	24	true	"infantry_generic"	"Euro_Republican_Guard"	"euro_republican_guard"	"euro_republican_guard"	"global"	6	"mp_infantry"	false	false	false	0	false	0
"euro_sepoys"	"Sepoys"	"infantry"	"infantry_line"	750	660	1	960	240	24	true	"infantry_generic"	"Euro_Sepoys"	"euro_sepoy"	"euro_sepoys"	"india"	0	"mp_infantry"	false	false	false	0	false	0
"euro_superior_line_infantry"	"Superior Line Infantry"	"infantry"	"infantry_line"	1070	1060	2	1420	350	24	true	"infantry_generic"	"Euro_Superior_Line_Infantry"	"euro_superior_line_infantry"	"euro_superior_line_infantry"	"europe"	15	"mp_infantry"	false	true	true	0	false	0
"euro_superior_line_infantry_blackwatch"	"The Black Watch"	"infantry"	"infantry_elite"	1210	1180	2	1560	390	24	true	"infantry_generic"	"Euro_Highlander_Regular_icon_inf2"	"Euro_Highlander_Regular_info_inf2"	"euro_superior_line_infantry"	"scotland"	1	"mp_infantry"	false	false	true	0	false	4
"euro_superior_line_infantry_coldstream"	"Coldstream Guards"	"infantry"	"infantry_elite"	1290	1250	2	1620	400	24	true	"infantry_generic"	"Euro_Superior_Line_Infantry"	"euro_superior_line_infantry"	"euro_superior_line_infantry"	"scotland"	1	"mp_infantry"	false	false	true	0	false	4
"euro_superior_line_infantry_petits_vieux"	"Infanterie Petit-Vieux"	"infantry"	"infantry_elite"	1130	1110	2	1480	370	24	true	"infantry_generic"	"Euro_Superior_Line_Infantry"	"euro_superior_line_infantry"	"euro_superior_line_infantry"	"france"	3	"mp_infantry"	true	true	false	0	false	0
"euro_superior_line_infantry_vieux"	"Infanterie Vieux"	"infantry"	"infantry_elite"	1230	1200	2	1570	390	24	true	"infantry_musketeers"	"Euro_Superior_Line_Infantry"	"euro_superior_line_infantry"	"euro_superior_line_infantry"	"france"	2	"mp_infantry"	false	true	true	0	false	0
"ferguson_riflemen"	"Ferguson Riflemen"	"infantry"	"infantry_light"	1120	980	2	840	210	24	true	"infantry_riflemen"	"Euro_Elite_Light_Infantry"	"euro_elite_light_infantry"	"ferguson_riflemen"	"europe"	1	"mp_infantry"	false	false	true	0	false	2
"galleon"	"Galleon"	"naval_line_of_battle"	"naval_galleon"	1230	1010	3	1710	300	73	true	"naval_captain"	"galleon"	"galleon"	"galleon"	"global"	0	"mp_naval_line_of_battle"	true	false	true	0	false	0
"galleon_fluyt"	"Fluyt"	"naval_line_of_battle"	"naval_galleon"	790	650	2	1510	240	73	true	"naval_captain"	"ancient_galleon"	"ancient-galleon"	"galleon_fluyt"	"global"	0	"mp_naval_line_of_battle"	true	false	true	0	false	0
"galleon_race_built"	"Race-Built Galleon"	"naval_line_of_battle"	"naval_galleon"	700	580	2	540	130	78	true	"naval_captain"	"ancient_galleon2"	"ancient-galleon_small"	"galleon"	"global"	0	"mp_naval_line_of_battle"	true	false	true	0	false	0
"garde_du_corps"	"Garde du Corps"	"cavalry"	"cavalry_heavy"	1070	950	2	1300	390	28	true	"cavalry_garde_du_corps"	"Life_Guards_icon_cavs"	"lifeguard"	"household_cavalry"	"global"	6	"mp_cavalry"	false	true	true	0	false	0
"gorodskiye_streltsy"	"Gorodskiye Streltsy"	"infantry"	"infantry_militia"	340	320	1	520	130	28	true	"infantry_generic"	"streltsy_foot_icon_infa"	"streltsy_foot_info_infa"	"gorodskiye_streltsy"	"europe"	0	"mp_infantry"	true	false	false	0	false	0
"guard_infantry"	"Guards"	"infantry"	"infantry_elite"	1260	1220	2	1590	390	24	true	"infantry_guard"	"Guard_Infantry"	"guard_infantry_musket"	"guard_infantry"	"global"	6	"mp_infantry"	false	true	true	0	false	0
"guerillas"	"Guerillas"	"infantry"	"infantry_irregulars"	550	480	1	740	180	25	true	"infantry_generic"	"Euro_Guerillas"	"guerillas"	"guerillas"	"peninsula"	0	"mp_infantry"	true	false	false	0	false	0
"hakkapeliitat"	"Hakkapeliita"	"cavalry"	"cavalry_light"	840	750	1	1070	320	28	true	"cavalry_hakkapeliitat"	"episodic_armoured_icon_cavs"	"hakkapeliitat"	"euro_light_cavalry"	"finland"	0	"mp_cavalry"	true	true	true	0	false	0
"highland_clansmen"	"Clansmen"	"infantry"	"infantry_melee"	590	510	1	770	190	25	true	"infantry_melee"	"Highland_Clansmen"	"Highland_Clansmen_info_infs"	"euro_highlanders_scots"	"scots"	0	"mp_infantry"	true	false	false	0	false	0
"hms_shannon"	"Sixth Rate"	"naval_frigate"	"naval_sixth_rate"	770	640	2	1350	330	83	true	"naval_captain"	"6th_rate"	"1d_24"	"6th_rate"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0
"horse_grenadier_guards"	"Horse Grenadier Guards"	"dragoons"	"dragoons"	1230	1170	2	1540	460	28	true	"dragoons_Grenadier_Guards"	"Horse_Grenadier_Guards"	"horse_grenadier_guards"	"household_cavalry"	"global"	0	"mp_cavalry"	false	false	false	0	false	0
"household_cavalry"	"Household Cavalry"	"cavalry"	"cavalry_heavy"	1070	950	2	1300	390	28	true	"cavalry_household"	"Household_Cavalry"	"household_cavalry"	"household_cavalry"	"global"	6	"mp_cavalry"	false	true	true	0	false	0
"indiaman"	"Indiaman (Trade Ship)"	"naval_merchant"	"naval_indiaman"	320	270	2	600	50	83	true	"naval_captain"	"merchant1"	"merchant-small"	"indiaman"	"global"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0
"indian_generals_bodyguard"	"General's Bodyguard"	"elephants"	"general"	700	640	1	1100	80	25	true	"general"	"East_war_Elephant_Musketry_Howdah_icon_musk"	"East_war_Elephant_Musketry_Howdah_info_musk"	"euro_generals_bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	0
"janissaries_beylik"	"Beylik Janissaries"	"infantry"	"infantry_melee"	650	570	1	850	210	24	true	"infantry_generic"	"Ottoman_Beylick_Janissaries_icon_infs"	"janissaries_beylik"	"janissaries_beylik"	"global"	0	"mp_infantry"	false	true	true	0	false	0
"janissaries_beylik_grenadiers"	"Beylik Janissary Grenadiers"	"infantry"	"infantry_grenadiers"	630	640	2	930	230	24	true	"infantry_grenadiers"	"Ottoman_Beylick_Grenadiers_icon_infg"	"east_grenadiers"	"janissaries_beylik"	"global"	0	"mp_infantry"	false	true	true	0	false	0
"janissaries_beylik_musketeers"	"Beylik Janissary Musketeers"	"infantry"	"infantry_elite"	930	820	1	1150	280	24	true	"infantry_generic"	"Ottoman_Beylick_Janissaries"	"Ottoman_Beylick_Janissaries_info_infm"	"janissaries_beylik"	"global"	0	"mp_infantry"	false	true	true	0	false	0
"janissaries_cemaat"	"Cemaat Janissaries"	"infantry"	"infantry_melee"	570	500	1	750	180	24	true	"infantry_melee"	"Ottoman_Cemaat_Janissaries_icon_infs"	"janissaries_cemaat"	"janissaries_beylik"	"global"	0	"mp_infantry"	true	true	false	0	false	0
"janissaries_cemaat_grenadiers"	"Cemaat Janissary Grenadiers"	"infantry"	"infantry_grenadiers"	580	600	2	870	210	24	true	"infantry_generic"	"Ottoman_Cemaat_Grenadiers"	"janissaries_cemaat_grenadiers"	"janissaries_beylik"	"global"	0	"mp_infantry"	true	true	false	0	false	0
"janissaries_sekban"	"Sekban Janissaries"	"infantry"	"infantry_melee"	570	500	1	750	180	24	true	"infantry_generic"	"Ottoman_Sekban_Janissaries"	"janissaries_sekban"	"janissaries_beylik"	"global"	0	"mp_infantry"	false	true	false	0	false	0
"landless_rabble"	"Landless Rabble"	"infantry"	"infantry_mob"	210	180	1	300	70	24	true	"infantry_generic"	"East_Ethnic_Peasants_Fodder_icon_inf1"	"landless_rabble"	"landless_rabble"	"global"	0	"mp_infantry"	true	false	false	0	false	0
"landless_rabble_bhumiya"	"Bhumiya Levy"	"infantry"	"infantry_mob"	210	180	1	300	70	24	true	"infantry_generic"	"East_armed_peasantry_bhumiya_icon_fork"	"East_armed_peasantry_bhumiya_info_infp"	"landless_rabble"	"global"	0	"mp_infantry"	true	false	false	0	false	0
"life_guards"	"Life Guards"	"cavalry"	"cavalry_heavy"	1070	950	2	1300	390	28	true	"cavalry_life_guards"	"Life_Guards_icon_cavs"	"lifeguard"	"household_cavalry"	"global"	6	"mp_cavalry"	false	true	true	0	false	0
"light_galley/galliot/fusta"	"Light Galley"	"naval_galley"	"naval_light_galley"	360	300	1	380	90	73	true	"naval_captain"	"galley_lanteen"	"galley_lanteen"	"light_galley/galliot/fusta"	"galleys"	0	"mp_naval_line_of_battle"	true	false	false	0	false	0
"lugger"	"Civilian Lugger"	"naval_merchant"	"naval_lugger"	160	130	2	380	90	78	true	"naval_captain"	"xebec"	"xebec"	"lugger"	"global"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0
"maison_du_roi"	"Maison du Roi"	"infantry"	"infantry_elite"	1260	1220	2	1590	390	24	true	"infantry_generic"	"Guard_Infantry"	"Guard_Infantry_info_infm"	"guard_infantry"	"global"	6	"mp_infantry"	false	true	true	0	false	0
"mameluks"	"Mamelukes"	"cavalry"	"cavalry_light"	880	780	1	1110	330	28	true	"cavalry_mamelukes"	"Mameluks"	"Mameluks_info_cavs"	"mameluks"	"middle_east"	0	"mp_cavalry"	true	true	true	0	false	0
"maroon_rebels"	"Maroon Rebel Insurgents"	"infantry"	"infantry_melee"	390	340	1	540	130	24	true	"infantry_generic"	"Euro_African_Infantry_icon_infm"	"euro_african_infantry"	"maroon_rebels"	"west_indies"	0	"mp_infantry"	false	false	false	0	false	0
"medium_galley"	"Galley"	"naval_galley"	"naval_medium_galley"	400	330	1	430	100	73	true	"naval_captain"	"galley"	"galley"	"medium_galley"	"galleys"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0
"musellims"	"Musellims"	"infantry"	"infantry_mob"	300	260	1	420	100	24	true	"infantry_generic"	"East_Ethnic_Peasants_Fodder_icon_inf1"	"east_ethnic_peasants_fodder"	"landless_rabble"	"global"	0	"mp_infantry"	true	false	false	0	false	0
"nan_american_pioneer_militia"	"Pioneer Militia"	"infantry"	"infantry_irregulars"	310	270	1	440	110	25	true	"infantry_generic"	"episodic_guncrew_icon_infm"	"episodic_guncrew_info_infm"	"pioneer_militia"	"peninsula"	0	"mp_infantry"	false	false	true	0	false	0
"nan_american_pioneer_raiders"	"Pioneer Raiders"	"cavalry"	"cavalry_missile"	510	450	1	680	170	28	true	"dragoons"	"Euro_Carabiniers_icon_cavc"	"euro_carabiniers"	"pioneer_raiders"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"nan_cherokee_archers"	"Bowmen"	"infantry"	"infantry_skirmishers"	620	540	1	720	180	26	true	"infantry_bowmen"	"Native_American_Archers_icon_infb"	"Native_American_Archers_bow"	"native_american_archers"	"americas"	0	"mp_infantry"	true	true	true	0	false	0
"nan_cherokee_armed_citizenry"	"Armed Tribesmen"	"infantry"	"infantry_mob"	220	190	0	0	0	24	true	"infantry_citizen"	"Native_american_braves_icon_infp"	"Native_american_braves_info_infp"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"nan_cherokee_artillery"	"Artillery"	"artillery"	"artillery_fixed"	570	550	2	1640	410	22	true	"artillery_generic"	"euro_cannon_09_icon"	"Native_American_Archers_info_ar09"	"native_american_artillery"	"americas"	0	"mp_artillery"	false	true	true	0	false	0
"nan_cherokee_atakapa_elite_warriors"	"Atakapa Elite Warriors"	"infantry"	"infantry_irregulars"	810	710	1	920	230	26	true	"infantry_bowmen"	"Cherokee_Atakapa_Elite_Warriors"	"Cherokee_Atakapa_Elite_Warriors_info_inft"	"atakapa_elite_warriors"	"americas"	0	"mp_infantry"	false	true	true	0	false	0
"nan_cherokee_creek_horse_riders"	"Creek Horse Riders"	"cavalry"	"cavalry_irregular"	790	700	1	2020	500	28	true	"cavalry_generic"	"cherokee_creek_horse_riders"	"cherokee_creek_horse_riders_info_cavm"	"creek_horse_riders"	"americas"	0	"mp_cavalry"	false	false	true	0	false	0
"nan_cherokee_elite"	"Warrior Society"	"infantry"	"infantry_elite"	800	700	2	910	220	26	true	"infantry_warrior_native"	"Native_American_Elite_icon_inft"	"Native_American_elite_axe"	"native_american_elite"	"americas"	0	"mp_infantry"	true	false	true	0	false	0
"nan_cherokee_generals_bodyguard"	"Chief's Bodyguard"	"cavalry"	"general"	540	480	1	1020	250	29	true	"general"	"Native_American_Chief_icon_cavt"	"Native_American_Chief_info_cavt"	"native_american_generals_bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	0
"nan_cherokee_medicine_men"	"Medicine Men"	"infantry"	"infantry_elite"	730	640	2	850	210	26	true	"infantry_tribal"	"Native_American_MedicineMan_icon_inft"	"Native_American_MedicineMan_info_inft"	"native_american_medicine_men"	"americas"	0	"mp_infantry"	true	true	true	0	false	0
"nan_cherokee_mounted_lancers"	"Lancers"	"cavalry"	"cavalry_lancers"	540	480	1	650	160	28	true	"cavalry_generic"	"Native_American_Mounted_Braves_icon_cavl"	"Native_American_Mounted_Braves_info_cavl"	"native_american_mounted_lancers"	"americas"	0	"mp_cavalry"	true	true	true	0	false	0
"nan_cherokee_mounted_musketeers"	"Mounted Tribal Gunners"	"cavalry"	"cavalry_missile"	480	420	1	1300	320	28	true	"cavalry_generic"	"Native_American_Mounted_Braves_icon_cavm"	"Native_American_Mounted_Braves_info_cavm"	"native_american_musketeers"	"americas"	0	"mp_cavalry"	false	false	true	0	false	0
"nan_cherokee_muscogee_tribesmen"	"Muscogee Tribesmen"	"infantry"	"infantry_skirmishers"	840	740	1	960	240	25	true	"infantry_musketeers"	"Cherokee_Muscogee_Elite_Tribesmen"	"Cherokee_Muscogee_Elite_Tribesmen_info_infb"	"muscogee_tribesmen"	"americas"	0	"mp_infantry"	false	false	true	0	false	0
"nan_cherokee_musketeers"	"Musketmen"	"infantry"	"infantry_irregulars"	630	550	1	1660	410	25	true	"infantry_musketeers"	"Native_American_Archers_icon_infm"	"Native_American_Archers_info_infm"	"native_american_musketeers"	"americas"	0	"mp_infantry"	false	false	true	0	false	0
"nan_cherokee_tribesmen"	"Tribesmen"	"infantry"	"infantry_militia"	280	250	1	360	90	25	true	"infantry_generic"	"Native_american_braves_icon_inft"	"Native_american_braves_info_inft"	"native_american_tribesmen"	"americas"	0	"mp_infantry"	true	true	true	0	false	0
"nan_cherokee_warriors"	"Warriors"	"infantry"	"infantry_melee"	530	460	1	640	160	24	true	"infantry_warrior_native"	"Native_American_Mounted_Braves_icon_inft"	"Native_American_Mounted_Braves_info_inft"	"native_american_warriors"	"americas"	0	"mp_infantry"	true	true	true	0	false	0
"nan_huron_archers"	"Bowmen"	"infantry"	"infantry_skirmishers"	620	540	1	720	180	26	true	"infantry_bowmen"	"Native_American_Archers_icon_infb"	"Native_American_Archers_bow"	"native_american_archers"	"americas"	0	"mp_infantry"	true	true	true	0	false	0
"nan_huron_armed_citizenry"	"Armed Tribesmen"	"infantry"	"infantry_mob"	220	190	0	0	0	24	true	"infantry_citizen"	"Native_american_braves_icon_infp"	"Native_american_braves_info_infp"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"nan_huron_artillery"	"Artillery"	"artillery"	"artillery_fixed"	570	550	2	1640	410	22	true	"artillery_generic"	"euro_cannon_09_icon"	"Native_American_Archers_info_ar09"	"native_american_artillery"	"americas"	0	"mp_artillery"	false	true	true	0	false	0
"nan_huron_elite"	"Warrior Society"	"infantry"	"infantry_elite"	800	700	2	910	220	26	true	"infantry_warrior_native"	"Native_American_Elite_icon_inft"	"Native_American_elite_axe"	"native_american_elite"	"americas"	0	"mp_infantry"	true	false	true	0	false	0
"nan_huron_generals_bodyguard"	"Chief's Bodyguard"	"cavalry"	"general"	540	480	1	1020	250	29	true	"general"	"Native_American_Chief_icon_cavt"	"Native_American_Chief_info_cavt"	"native_american_generals_bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	0
